            sIP|            dIP|     packets|          bytes|                     sTime|                     eTime|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:46.267000|2015/06/02T13:41:46.267000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:46.269000|2015/06/02T13:41:46.269000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:46.269000|2015/06/02T13:41:46.269000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:41:51.880000|2015/06/02T13:41:51.887000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:51.887000|2015/06/02T13:41:51.889000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:51.889000|2015/06/02T13:41:51.889000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:41:51.885000|2015/06/02T13:41:51.893000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:51.893000|2015/06/02T13:41:51.895000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:51.895000|2015/06/02T13:41:51.895000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:41:51.922000|2015/06/02T13:41:51.929000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:51.930000|2015/06/02T13:41:51.933000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:51.934000|2015/06/02T13:41:51.934000|
     10.0.40.21|192.168.141.146|          14|           5114|2015/06/02T13:41:51.930000|2015/06/02T13:41:51.999000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:41:52.041000|2015/06/02T13:41:52.050000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.050000|2015/06/02T13:41:52.054000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.054000|2015/06/02T13:41:52.054000|
     10.0.40.21|192.168.141.146|           5|            224|2015/06/02T13:41:52.047000|2015/06/02T13:41:52.055000|
     10.0.40.21|192.168.141.146|           2|             80|2015/06/02T13:41:52.055000|2015/06/02T13:41:52.058000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.058000|2015/06/02T13:41:52.058000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:41:52.096000|2015/06/02T13:41:52.103000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.103000|2015/06/02T13:41:52.105000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.105000|2015/06/02T13:41:52.105000|
     10.0.40.21|192.168.141.146|          14|           3834|2015/06/02T13:41:52.106000|2015/06/02T13:41:52.250000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:41:52.311000|2015/06/02T13:41:52.317000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.318000|2015/06/02T13:41:52.320000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:41:52.320000|2015/06/02T13:41:52.320000|
     10.0.40.21|192.168.141.146|          14|           3834|2015/06/02T13:41:52.319000|2015/06/02T13:41:52.574000|
  192.168.40.51|192.168.141.146|           7|           4006|2015/06/02T13:41:06.482000|2015/06/02T13:42:17.247000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:20.791000|2015/06/02T13:42:20.797000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:20.797000|2015/06/02T13:42:20.800000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:20.800000|2015/06/02T13:42:20.800000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:20.796000|2015/06/02T13:42:20.803000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:20.803000|2015/06/02T13:42:20.805000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:20.805000|2015/06/02T13:42:20.805000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:20.806000|2015/06/02T13:42:20.806000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:20.806000|2015/06/02T13:42:20.806000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:26.283000|2015/06/02T13:42:26.295000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.295000|2015/06/02T13:42:26.297000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.297000|2015/06/02T13:42:26.297000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:26.293000|2015/06/02T13:42:26.298000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.298000|2015/06/02T13:42:26.300000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.300000|2015/06/02T13:42:26.300000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:26.320000|2015/06/02T13:42:26.331000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.332000|2015/06/02T13:42:26.335000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.335000|2015/06/02T13:42:26.335000|
     10.0.40.21| 192.168.141.73|          14|           5114|2015/06/02T13:42:26.335000|2015/06/02T13:42:26.402000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:26.443000|2015/06/02T13:42:26.448000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.448000|2015/06/02T13:42:26.451000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.451000|2015/06/02T13:42:26.451000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:26.446000|2015/06/02T13:42:26.452000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.454000|2015/06/02T13:42:26.456000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.456000|2015/06/02T13:42:26.456000|
     10.0.40.21| 192.168.141.73|           5|            224|2015/06/02T13:42:26.485000|2015/06/02T13:42:26.491000|
     10.0.40.21| 192.168.141.73|           2|             80|2015/06/02T13:42:26.491000|2015/06/02T13:42:26.493000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.493000|2015/06/02T13:42:26.493000|
     10.0.40.21| 192.168.141.73|          14|           3834|2015/06/02T13:42:26.492000|2015/06/02T13:42:26.614000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:42:26.665000|2015/06/02T13:42:26.671000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.671000|2015/06/02T13:42:26.674000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:42:26.674000|2015/06/02T13:42:26.674000|
     10.0.40.21| 192.168.141.73|          14|           3834|2015/06/02T13:42:26.674000|2015/06/02T13:42:26.869000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:50.618000|2015/06/02T13:42:50.624000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:50.624000|2015/06/02T13:42:50.627000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:50.627000|2015/06/02T13:42:50.627000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:50.622000|2015/06/02T13:42:50.627000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:50.627000|2015/06/02T13:42:50.630000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:50.630000|2015/06/02T13:42:50.630000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:56.122000|2015/06/02T13:42:56.132000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.132000|2015/06/02T13:42:56.140000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.140000|2015/06/02T13:42:56.140000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:56.130000|2015/06/02T13:42:56.141000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.141000|2015/06/02T13:42:56.147000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.147000|2015/06/02T13:42:56.147000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:56.175000|2015/06/02T13:42:56.182000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.184000|2015/06/02T13:42:56.186000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.187000|2015/06/02T13:42:56.187000|
     10.0.40.21|192.168.141.156|          12|           5034|2015/06/02T13:42:56.184000|2015/06/02T13:42:56.253000|
     10.0.40.21|192.168.141.156|           5|            224|2015/06/02T13:42:56.292000|2015/06/02T13:42:56.298000|
     10.0.40.21|192.168.141.156|           2|             80|2015/06/02T13:42:56.299000|2015/06/02T13:42:56.302000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.302000|2015/06/02T13:42:56.302000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:56.296000|2015/06/02T13:42:56.303000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.303000|2015/06/02T13:42:56.307000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.307000|2015/06/02T13:42:56.307000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:56.332000|2015/06/02T13:42:56.338000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.339000|2015/06/02T13:42:56.341000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.341000|2015/06/02T13:42:56.341000|
     10.0.40.21|192.168.141.156|          12|           3754|2015/06/02T13:42:56.339000|2015/06/02T13:42:56.466000|
     10.0.40.21|192.168.141.156|           6|            264|2015/06/02T13:42:56.535000|2015/06/02T13:42:56.543000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.544000|2015/06/02T13:42:56.546000|
     10.0.40.21|192.168.141.156|           1|             40|2015/06/02T13:42:56.546000|2015/06/02T13:42:56.546000|
     10.0.40.21|192.168.141.156|          14|           3834|2015/06/02T13:42:56.544000|2015/06/02T13:42:56.740000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:22.443000|2015/06/02T13:43:22.450000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:22.450000|2015/06/02T13:43:22.453000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:22.453000|2015/06/02T13:43:22.453000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:22.448000|2015/06/02T13:43:22.454000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:22.454000|2015/06/02T13:43:22.456000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:22.456000|2015/06/02T13:43:22.456000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.014000|2015/06/02T13:43:28.021000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.021000|2015/06/02T13:43:28.023000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.023000|2015/06/02T13:43:28.023000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.018000|2015/06/02T13:43:28.027000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.028000|2015/06/02T13:43:28.030000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.031000|2015/06/02T13:43:28.031000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.057000|2015/06/02T13:43:28.063000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.063000|2015/06/02T13:43:28.066000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.066000|2015/06/02T13:43:28.066000|
     10.0.40.21|192.168.141.195|          14|           5114|2015/06/02T13:43:28.065000|2015/06/02T13:43:28.134000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.174000|2015/06/02T13:43:28.181000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.181000|2015/06/02T13:43:28.184000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.184000|2015/06/02T13:43:28.184000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.178000|2015/06/02T13:43:28.184000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.184000|2015/06/02T13:43:28.187000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.187000|2015/06/02T13:43:28.187000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.206000|2015/06/02T13:43:28.218000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.218000|2015/06/02T13:43:28.220000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.220000|2015/06/02T13:43:28.220000|
     10.0.40.21|192.168.141.195|          14|           3834|2015/06/02T13:43:28.220000|2015/06/02T13:43:28.345000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:43:28.410000|2015/06/02T13:43:28.416000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.419000|2015/06/02T13:43:28.422000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:43:28.422000|2015/06/02T13:43:28.422000|
     10.0.40.21|192.168.141.195|          14|           3834|2015/06/02T13:43:28.419000|2015/06/02T13:43:28.625000|
  192.168.40.51|192.168.141.156|           6|            625|2015/06/02T13:42:43.904000|2015/06/02T13:43:44.435000|
  192.168.40.51| 192.168.141.73|           2|            213|2015/06/02T13:42:50.599000|2015/06/02T13:43:50.645000|
     10.0.40.21|192.168.141.195|           6|            264|2015/06/02T13:44:07.346000|2015/06/02T13:44:07.353000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:44:07.353000|2015/06/02T13:44:07.356000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:44:07.356000|2015/06/02T13:44:07.356000|
     10.0.40.21|192.168.141.195|          16|           3914|2015/06/02T13:44:07.354000|2015/06/02T13:44:09.759000|
     10.0.40.21|192.168.141.189|           5|            224|2015/06/02T13:44:10.047000|2015/06/02T13:44:10.054000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:44:10.054000|2015/06/02T13:44:10.056000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:10.056000|2015/06/02T13:44:10.056000|
     10.0.40.21|192.168.141.189|          16|           3914|2015/06/02T13:44:10.056000|2015/06/02T13:44:12.440000|
     10.0.40.21|192.168.141.195|           5|            224|2015/06/02T13:44:18.479000|2015/06/02T13:44:18.488000|
     10.0.40.21|192.168.141.195|           2|             80|2015/06/02T13:44:18.488000|2015/06/02T13:44:18.497000|
     10.0.40.21|192.168.141.195|           1|             40|2015/06/02T13:44:18.497000|2015/06/02T13:44:18.497000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:18.496000|2015/06/02T13:44:18.514000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:18.515000|2015/06/02T13:44:18.518000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:18.518000|2015/06/02T13:44:18.518000|
     10.0.40.21|192.168.141.189|          14|           5370|2015/06/02T13:44:18.509000|2015/06/02T13:44:18.731000|
     10.0.40.21|192.168.141.195|          14|           5370|2015/06/02T13:44:18.487000|2015/06/02T13:44:18.737000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:31.362000|2015/06/02T13:44:31.369000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:31.369000|2015/06/02T13:44:31.372000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:31.372000|2015/06/02T13:44:31.372000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:31.367000|2015/06/02T13:44:31.373000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:31.373000|2015/06/02T13:44:31.376000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:31.376000|2015/06/02T13:44:31.376000|
  192.168.40.51|192.168.141.189|           8|           4041|2015/06/02T13:43:33.126000|2015/06/02T13:44:33.466000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:39:31.097000|2015/06/02T13:39:31.097000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:37.300000|2015/06/02T13:44:37.306000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.306000|2015/06/02T13:44:37.309000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.309000|2015/06/02T13:44:37.309000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:37.304000|2015/06/02T13:44:37.310000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.310000|2015/06/02T13:44:37.312000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.312000|2015/06/02T13:44:37.312000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:37.338000|2015/06/02T13:44:37.345000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.346000|2015/06/02T13:44:37.348000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.348000|2015/06/02T13:44:37.348000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.349000|2015/06/02T13:44:37.349000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.349000|2015/06/02T13:44:37.349000|
     10.0.40.21|192.168.141.189|          14|           5114|2015/06/02T13:44:37.347000|2015/06/02T13:44:37.415000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:37.467000|2015/06/02T13:44:37.473000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.473000|2015/06/02T13:44:37.476000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.476000|2015/06/02T13:44:37.476000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:37.472000|2015/06/02T13:44:37.477000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.478000|2015/06/02T13:44:37.480000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.480000|2015/06/02T13:44:37.480000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.480000|2015/06/02T13:44:37.482000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.482000|2015/06/02T13:44:37.482000|
     10.0.40.21|192.168.141.189|           5|            224|2015/06/02T13:44:37.521000|2015/06/02T13:44:37.528000|
     10.0.40.21|192.168.141.189|           2|             80|2015/06/02T13:44:37.528000|2015/06/02T13:44:37.531000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.531000|2015/06/02T13:44:37.531000|
     10.0.40.21|192.168.141.189|          14|           3834|2015/06/02T13:44:37.530000|2015/06/02T13:44:37.652000|
     10.0.40.21|192.168.141.189|           6|            264|2015/06/02T13:44:37.724000|2015/06/02T13:44:37.731000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.732000|2015/06/02T13:44:37.734000|
     10.0.40.21|192.168.141.189|           1|             40|2015/06/02T13:44:37.734000|2015/06/02T13:44:37.734000|
     10.0.40.21|192.168.141.189|          14|           3834|2015/06/02T13:44:37.733000|2015/06/02T13:44:37.929000|
     67.215.0.5|192.168.141.189|           1|             40|2015/06/02T13:45:19.195000|2015/06/02T13:45:19.198000|
     67.215.0.5|192.168.141.189|           1|             40|2015/06/02T13:45:19.198000|2015/06/02T13:45:19.198000|
     67.215.0.5|192.168.141.189|           1|             40|2015/06/02T13:45:19.689000|2015/06/02T13:45:19.692000|
     67.215.0.5|192.168.141.189|           1|             40|2015/06/02T13:45:19.692000|2015/06/02T13:45:19.692000|
     67.215.0.5|192.168.141.189|           1|             40|2015/06/02T13:45:20.204000|2015/06/02T13:45:20.207000|
     67.215.0.5|192.168.141.189|           1|             40|2015/06/02T13:45:20.207000|2015/06/02T13:45:20.207000|
  192.168.40.51|192.168.141.195|           8|           4043|2015/06/02T13:45:01.752000|2015/06/02T13:46:02.106000|
     67.215.0.5|192.168.141.156|           1|             40|2015/06/02T13:46:51.578000|2015/06/02T13:46:51.581000|
     67.215.0.5|192.168.141.156|           1|             40|2015/06/02T13:46:51.581000|2015/06/02T13:46:51.581000|
     67.215.0.5|192.168.141.156|           1|             40|2015/06/02T13:46:52.072000|2015/06/02T13:46:52.075000|
     67.215.0.5|192.168.141.156|           1|             40|2015/06/02T13:46:52.075000|2015/06/02T13:46:52.075000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:52.356000|2015/06/02T13:46:52.363000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:52.363000|2015/06/02T13:46:52.368000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:52.368000|2015/06/02T13:46:52.368000|
     10.0.40.21|192.168.141.146|           5|            224|2015/06/02T13:46:52.361000|2015/06/02T13:46:52.368000|
     10.0.40.21|192.168.141.146|           2|             80|2015/06/02T13:46:52.369000|2015/06/02T13:46:52.376000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:52.379000|2015/06/02T13:46:52.379000|
     67.215.0.5|192.168.141.156|           1|             40|2015/06/02T13:46:52.572000|2015/06/02T13:46:52.575000|
     67.215.0.5|192.168.141.156|           1|             40|2015/06/02T13:46:52.576000|2015/06/02T13:46:52.576000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:58.249000|2015/06/02T13:46:58.255000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.256000|2015/06/02T13:46:58.258000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.260000|2015/06/02T13:46:58.260000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:58.254000|2015/06/02T13:46:58.260000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.264000|2015/06/02T13:46:58.267000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.267000|2015/06/02T13:46:58.267000|
     10.0.40.21|192.168.141.146|           5|            224|2015/06/02T13:46:58.290000|2015/06/02T13:46:58.295000|
     10.0.40.21|192.168.141.146|           2|             80|2015/06/02T13:46:58.295000|2015/06/02T13:46:58.298000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.298000|2015/06/02T13:46:58.298000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.298000|2015/06/02T13:46:58.298000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.298000|2015/06/02T13:46:58.298000|
     10.0.40.21|192.168.141.146|          14|           5114|2015/06/02T13:46:58.299000|2015/06/02T13:46:58.365000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:58.403000|2015/06/02T13:46:58.410000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.410000|2015/06/02T13:46:58.413000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.413000|2015/06/02T13:46:58.413000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:58.408000|2015/06/02T13:46:58.413000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.413000|2015/06/02T13:46:58.416000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.416000|2015/06/02T13:46:58.416000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:58.445000|2015/06/02T13:46:58.452000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.452000|2015/06/02T13:46:58.454000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.454000|2015/06/02T13:46:58.454000|
     10.0.40.21|192.168.141.146|          14|           3834|2015/06/02T13:46:58.452000|2015/06/02T13:46:58.574000|
     10.0.40.21|192.168.141.146|           6|            264|2015/06/02T13:46:58.626000|2015/06/02T13:46:58.633000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.633000|2015/06/02T13:46:58.636000|
     10.0.40.21|192.168.141.146|           1|             40|2015/06/02T13:46:58.637000|2015/06/02T13:46:58.637000|
     10.0.40.21|192.168.141.146|          14|           3834|2015/06/02T13:46:58.634000|2015/06/02T13:46:58.851000|
  192.168.40.51|192.168.141.189|           6|            625|2015/06/02T13:45:56.370000|2015/06/02T13:47:03.539000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:26.754000|2015/06/02T13:47:26.761000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:26.761000|2015/06/02T13:47:26.763000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:26.763000|2015/06/02T13:47:26.763000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:26.759000|2015/06/02T13:47:26.765000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:26.768000|2015/06/02T13:47:26.770000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:26.771000|2015/06/02T13:47:26.771000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.290000|2015/06/02T13:47:32.303000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.303000|2015/06/02T13:47:32.305000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.305000|2015/06/02T13:47:32.305000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.301000|2015/06/02T13:47:32.307000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.307000|2015/06/02T13:47:32.310000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.310000|2015/06/02T13:47:32.310000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.336000|2015/06/02T13:47:32.343000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.343000|2015/06/02T13:47:32.346000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.346000|2015/06/02T13:47:32.346000|
     10.0.40.21| 192.168.141.73|          14|           5114|2015/06/02T13:47:32.344000|2015/06/02T13:47:32.413000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.468000|2015/06/02T13:47:32.474000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.474000|2015/06/02T13:47:32.477000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.477000|2015/06/02T13:47:32.477000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.473000|2015/06/02T13:47:32.478000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.478000|2015/06/02T13:47:32.480000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.480000|2015/06/02T13:47:32.480000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.522000|2015/06/02T13:47:32.529000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.529000|2015/06/02T13:47:32.531000|
     10.0.40.21| 192.168.141.73|           1|             40|2015/06/02T13:47:32.531000|2015/06/02T13:47:32.531000|
     10.0.40.21| 192.168.141.73|          14|           3834|2015/06/02T13:47:32.531000|2015/06/02T13:47:32.660000|
     10.0.40.21| 192.168.141.73|           6|            264|2015/06/02T13:47:32.712000|2015/06/02T13:47:32.719000|
