            sIP|            dIP|     packets|          bytes|                     sTime|                     eTime|
     10.0.40.53| 192.168.166.15|           9|            400|2015/06/02T13:46:34.312000|2015/06/02T13:46:34.324000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:46:46.581000|2015/06/02T13:46:46.592000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:46:50.840000|2015/06/02T13:46:50.852000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:47:19.942000|2015/06/02T13:47:19.955000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:47:21.579000|2015/06/02T13:47:21.590000|
     10.0.40.53| 192.168.166.15|           9|            400|2015/06/02T13:47:35.286000|2015/06/02T13:47:35.298000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:47:47.577000|2015/06/02T13:47:47.589000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:47:51.337000|2015/06/02T13:47:51.348000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:48:20.935000|2015/06/02T13:48:20.951000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:48:22.460000|2015/06/02T13:48:22.472000|
     10.0.40.53| 192.168.166.15|           9|            400|2015/06/02T13:48:35.356000|2015/06/02T13:48:35.381000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:48:48.137000|2015/06/02T13:48:48.150000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:48:51.833000|2015/06/02T13:48:51.844000|
     10.0.40.20| 192.168.166.43|          29|           4014|2015/06/02T13:49:02.168000|2015/06/02T13:49:13.540000|
     10.0.40.20| 192.168.166.43|           1|             40|2015/06/02T13:49:13.540000|2015/06/02T13:49:13.540000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:49:22.338000|2015/06/02T13:49:22.353000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:49:23.453000|2015/06/02T13:49:23.469000|
     10.0.40.53| 192.168.166.15|           9|            400|2015/06/02T13:49:36.020000|2015/06/02T13:49:36.038000|
     10.0.40.20|192.168.166.233|          13|           1714|2015/06/02T13:49:37.105000|2015/06/02T13:49:37.137000|
     10.0.40.20|192.168.166.233|           1|             40|2015/06/02T13:49:37.137000|2015/06/02T13:49:37.137000|
  192.168.40.20| 192.168.166.12|           7|            877|2015/06/02T13:49:47.495000|2015/06/02T13:49:47.525000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:49:48.571000|2015/06/02T13:49:48.581000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:49:52.829000|2015/06/02T13:49:52.842000|
     10.0.40.20| 192.168.166.43|          16|           6448|2015/06/02T13:50:05.539000|2015/06/02T13:50:05.586000|
     10.0.40.20| 192.168.166.43|           2|             80|2015/06/02T13:50:05.586000|2015/06/02T13:50:05.586000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:50:23.273000|2015/06/02T13:50:23.284000|
     10.0.40.21| 192.168.166.43|           4|            192|2015/06/02T13:45:03.562000|2015/06/02T13:45:09.495000|
     10.0.40.53| 192.168.166.43|           2|             80|2015/06/02T13:45:18.440000|2015/06/02T13:45:18.550000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:45:09.509000|2015/06/02T13:45:18.550000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:45:20.750000|2015/06/02T13:45:20.750000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:50:24.480000|2015/06/02T13:50:24.491000|
     10.0.40.53| 192.168.166.15|           9|            400|2015/06/02T13:50:36.995000|2015/06/02T13:50:37.011000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:45:33.615000|2015/06/02T13:45:33.615000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:45:28.348000|2015/06/02T13:45:37.357000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:45:30.522000|2015/06/02T13:45:39.570000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:50:49.566000|2015/06/02T13:50:49.577000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:45:46.578000|2015/06/02T13:45:46.578000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:45:49.855000|2015/06/02T13:45:49.855000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:50:52.842000|2015/06/02T13:50:52.854000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:46:00.335000|2015/06/02T13:46:00.343000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:45:49.331000|2015/06/02T13:45:58.380000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:46:08.429000|2015/06/02T13:46:08.432000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:51:23.889000|2015/06/02T13:51:23.900000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:51:24.498000|2015/06/02T13:51:24.510000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:45:58.322000|2015/06/02T13:46:07.333000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:46:19.043000|2015/06/02T13:46:19.043000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:46:10.454000|2015/06/02T13:46:19.402000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:46:21.603000|2015/06/02T13:46:21.603000|
     10.0.40.53| 192.168.166.15|           8|            360|2015/06/02T13:51:37.015000|2015/06/02T13:51:37.028000|
     67.215.0.8| 192.168.166.43|           2|            104|2015/06/02T13:46:45.031000|2015/06/02T13:46:45.035000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:46:19.410000|2015/06/02T13:46:28.455000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:46:34.324000|2015/06/02T13:46:34.324000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:46:46.592000|2015/06/02T13:46:46.592000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:51:49.580000|2015/06/02T13:51:49.594000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:51:53.839000|2015/06/02T13:51:53.851000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:46:40.429000|2015/06/02T13:46:49.377000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:46:50.852000|2015/06/02T13:46:50.852000|
     67.215.0.8| 192.168.166.43|           2|            104|2015/06/02T13:47:02.313000|2015/06/02T13:47:02.316000|
  192.168.40.20| 192.168.166.55|          15|           2027|2015/06/02T13:52:01.069000|2015/06/02T13:52:12.444000|
     10.0.40.20|192.168.166.233|          20|           3204|2015/06/02T13:51:57.356000|2015/06/02T13:52:12.983000|
     10.0.40.20|192.168.166.233|          22|           3382|2015/06/02T13:51:57.385000|2015/06/02T13:52:12.990000|
     10.0.40.20|192.168.166.233|          24|           2784|2015/06/02T13:51:57.420000|2015/06/02T13:52:12.996000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:47:15.482000|2015/06/02T13:47:15.485000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:47:19.955000|2015/06/02T13:47:19.955000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:52:24.748000|2015/06/02T13:52:24.759000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:47:25.326000|2015/06/02T13:47:25.333000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:47:25.326000|2015/06/02T13:47:25.332000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:47:25.326000|2015/06/02T13:47:25.331000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:52:25.381000|2015/06/02T13:52:25.396000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:47:29.921000|2015/06/02T13:47:29.924000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:47:29.921000|2015/06/02T13:47:29.924000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:47:21.590000|2015/06/02T13:47:21.590000|
     10.0.40.53| 192.168.166.15|           9|            400|2015/06/02T13:52:37.991000|2015/06/02T13:52:38.002000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:47:35.298000|2015/06/02T13:47:35.298000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:47:47.589000|2015/06/02T13:47:47.589000|
     10.0.40.53|192.168.166.233|           9|            408|2015/06/02T13:52:50.576000|2015/06/02T13:52:50.588000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:47:51.348000|2015/06/02T13:47:51.348000|
     10.0.40.53| 192.168.166.12|           9|            408|2015/06/02T13:52:54.835000|2015/06/02T13:52:54.848000|
     10.0.40.21| 192.168.166.15|           6|            288|2015/06/02T13:47:58.630000|2015/06/02T13:48:07.633000|
     10.0.40.53| 192.168.166.43|           9|            400|2015/06/02T13:53:25.727000|2015/06/02T13:53:25.739000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:48:20.951000|2015/06/02T13:48:20.951000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:48:22.472000|2015/06/02T13:48:22.472000|
     10.0.40.53| 192.168.166.55|           9|            400|2015/06/02T13:53:26.340000|2015/06/02T13:53:26.353000|
     10.0.40.21| 192.168.166.15|           6|            288|2015/06/02T13:48:19.606000|2015/06/02T13:48:28.860000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:48:35.382000|2015/06/02T13:48:35.382000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:48:48.150000|2015/06/02T13:48:48.150000|
     10.0.40.21| 192.168.166.15|           6|            288|2015/06/02T13:48:40.832000|2015/06/02T13:48:49.879000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:48:51.844000|2015/06/02T13:48:51.844000|
     10.0.40.21| 192.168.166.15|           6|            288|2015/06/02T13:49:08.834000|2015/06/02T13:49:17.841000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:49:22.353000|2015/06/02T13:49:22.353000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:49:23.469000|2015/06/02T13:49:23.469000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:49:18.673000|2015/06/02T13:49:27.598000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:49:36.038000|2015/06/02T13:49:36.038000|
     10.0.40.21| 192.168.166.15|           6|            288|2015/06/02T13:49:29.919000|2015/06/02T13:49:38.971000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:49:48.581000|2015/06/02T13:49:48.581000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:49:39.672000|2015/06/02T13:49:48.621000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:49:52.842000|2015/06/02T13:49:52.842000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:49:48.674000|2015/06/02T13:49:57.676000|
     10.0.40.21| 192.168.166.15|           6|            288|2015/06/02T13:49:51.038000|2015/06/02T13:49:59.987000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:50:00.594000|2015/06/02T13:50:09.643000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:50:09.756000|2015/06/02T13:50:18.707000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:50:23.285000|2015/06/02T13:50:23.285000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:50:24.491000|2015/06/02T13:50:24.491000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:50:37.011000|2015/06/02T13:50:37.011000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:50:28.394000|2015/06/02T13:50:37.405000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:50:30.774000|2015/06/02T13:50:39.718000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:50:49.577000|2015/06/02T13:50:49.577000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:50:52.854000|2015/06/02T13:50:52.854000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:50:49.378000|2015/06/02T13:50:58.528000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:51:00.383000|2015/06/02T13:51:00.389000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:50:58.471000|2015/06/02T13:51:07.379000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:51:08.478000|2015/06/02T13:51:08.481000|
     10.0.40.21| 192.168.166.43|           6|            288|2015/06/02T13:51:10.602000|2015/06/02T13:51:19.651000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:51:23.900000|2015/06/02T13:51:23.900000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:51:24.510000|2015/06/02T13:51:24.510000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:51:19.453000|2015/06/02T13:51:28.402000|
     10.0.40.53| 192.168.166.15|           2|             80|2015/06/02T13:51:37.028000|2015/06/02T13:51:37.034000|
     67.215.0.8| 192.168.166.43|           2|            104|2015/06/02T13:51:45.077000|2015/06/02T13:51:45.081000|
     67.215.0.8| 192.168.166.43|           4|            208|2015/06/02T13:46:47.875000|2015/06/02T13:51:47.809000|
     10.0.40.21| 192.168.166.55|           6|            288|2015/06/02T13:51:40.475000|2015/06/02T13:51:49.425000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:51:49.597000|2015/06/02T13:51:49.597000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:51:53.851000|2015/06/02T13:51:53.851000|
     67.215.0.8| 192.168.166.43|           2|            104|2015/06/02T13:52:02.353000|2015/06/02T13:52:02.357000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:52:15.533000|2015/06/02T13:52:15.536000|
     10.0.40.53| 192.168.166.43|           1|             40|2015/06/02T13:52:24.759000|2015/06/02T13:52:24.759000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:52:25.378000|2015/06/02T13:52:25.383000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:52:25.378000|2015/06/02T13:52:25.383000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:52:25.378000|2015/06/02T13:52:25.384000|
     10.0.40.53| 192.168.166.55|           1|             40|2015/06/02T13:52:25.401000|2015/06/02T13:52:25.401000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:52:29.972000|2015/06/02T13:52:29.976000|
     67.215.0.8| 192.168.166.55|           2|            104|2015/06/02T13:52:29.972000|2015/06/02T13:52:29.976000|
     10.0.40.53| 192.168.166.15|           1|             40|2015/06/02T13:52:38.002000|2015/06/02T13:52:38.002000|
     67.215.0.8| 192.168.166.55|          16|            832|2015/06/02T13:45:38.785000|2015/06/02T13:52:38.945000|
     67.215.0.8| 192.168.166.43|          16|            832|2015/06/02T13:45:47.493000|2015/06/02T13:52:47.755000|
     10.0.40.53|192.168.166.233|           1|             40|2015/06/02T13:52:50.588000|2015/06/02T13:52:50.588000|
     67.215.0.8| 192.168.166.43|          16|            832|2015/06/02T13:45:54.494000|2015/06/02T13:52:54.647000|
     10.0.40.53| 192.168.166.12|           1|             40|2015/06/02T13:52:54.848000|2015/06/02T13:52:54.848000|
     67.215.0.8| 192.168.166.43|          16|            832|2015/06/02T13:45:56.791000|2015/06/02T13:52:57.054000|
     67.215.0.8| 192.168.166.43|          16|            832|2015/06/02T13:45:57.994000|2015/06/02T13:52:58.147000|
     67.215.0.8| 192.168.166.55|          16|            832|2015/06/02T13:45:59.788000|2015/06/02T13:52:59.947000|
     67.215.0.8| 192.168.166.55|          16|            832|2015/06/02T13:45:59.788000|2015/06/02T13:52:59.947000|
